transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T6992,C1039,RapeGang Rape RGRSexually Abusive Content,,39778.67,15,OnePlus12,Delhi,13,0.44,0.2,0,0,4,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-03-20 10:20:27.325136
T6993,C1130,Any Other Cyber Crime,Other,30584.2,9,OnePlus12,Mumbai,22,0.4,0.11,0,0,13,"Dear sir or mam 
 I have got the seller mobile number from qucikrcomform crome  I have called him for the mobile inquiry for mobile phone that I want to buy  He send me photos of the mobile in whatsapp and The told that the cost of the mobile is  bu",low,2026-04-12 05:52:27.325136
T6994,C1148,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,36801.85,18,Pixel8,Delhi,15,0.45,0.06,0,0,17,"It is kindly to inform you that  I am Simmi Bhola Resident of
 A L  st Floor Lalji Complex Munirka New Delhi  
 having a saving account in ICICI Bank R K Puram sector  Branch Yesterday 
on Dated January    I Made a Call on Paytm Helpline no  resol",low,2026-01-15 05:02:27.325136
T6995,C1072,Cyber Attack/ Dependent Crimes,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,69644.85,6,iPhone15,Bangalore,20,0.52,0.09,0,0,5,"My friend mentioned something like this happened to them a few months ago, but I thought it was a one-off. Then, suddenly, I got this weird notification asking me to update my password, but the message didn’t look like the usual ones I receive from t",low,2026-05-14 20:05:27.325136
T6996,C1080,Online and Social Media Related Crime,Profile Hacking Identity Theft,105233.66,5,Unknown_Device,OtherCity,2,0.09,0.56,1,1,39,Before some days ago I will received message on my whats app that I was taken some loan from mobile financial app and I am not paid that amount But I did not take any type of loan from any type of mobile app They threatening me that they did police c,high,2026-02-28 02:49:27.325136
T6997,C1169,Online Financial Fraud,UPI Related Frauds,7888.85,16,Samsung_S24,Hyderabad,12,0.36,0.06,0,0,33,"Dear Sir
             Please stop the fraudulent transaction and refund the amount in source account
Regards DEBIT CARD ",low,2026-03-18 19:05:27.325136
T6998,C1072,Online Financial Fraud,Fraud CallVishing,43842.02,6,iPhone15,Bangalore,20,0.36,0.12,0,0,5,"Hi sir iam mahesh I i got a sms that they are Cent Govt giving Home loan by PMEGP United india 
They ask me security support take insurance they account no also  name of PMEGP United India IFSC Code is  so that accout not accepting so they given no ",low,2026-04-04 16:24:27.325136
T6999,C1039,Sexually Explicit Act,,406247.43,1,Unknown_Device,Foreign,4,0.02,0.7,1,1,4," Aisle   a dating app 
there are numerous of girls like this once someone texts them they video call them then the girl without showing her face starts getting nude with the boys face on screen and she records the screen too and seduces and makes th",high,2026-04-07 02:18:27.325136
T7000,C1034,Online Financial Fraud,UPI Related Frauds,32694.85,7,OnePlus12,Bangalore,17,0.32,0.19,0,0,15,"citizen detail

namelakshay veer singh
addpltno khatipura jhotwara 
dis jaipur 
pin code
psjhotwara thana 
emaillakshayveersinghramturagmailcom
citizen no
bankHDFC bank
ac no
ifsc codehdfc
phne pay phne  pay no   
    
TidT UTR no time ",low,2026-05-10 09:51:27.325136
T7001,C1170,Online Financial Fraud,Internet Banking Related Fraud,27965.29,21,OnePlus12,Delhi,21,0.35,0.1,0,0,17,"Suchna karta ne bataya ki unke pass ek unkwon no se call aya jinke dwara jankar bakar bat ki our debit card detail lekar otp bhejkar otp lekar froud kiya

NameRamavtar Sharma
Mo
Emai Idsharmaramavtargmailcom
DisJaipur
PsShivdaspura
Area Pin co",low,2026-02-26 01:47:27.325136
T7002,C1064,Online Financial Fraud,Internet Banking Related Fraud,42241.6,9,Samsung_S24,Bangalore,18,0.4,0.16,1,0,7,"while using internet banking

",low,2026-03-10 07:39:27.325136
T7003,C1105,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,29034.97,18,Pixel8,Bangalore,17,0.4,0.02,1,0,18,Got message from  for kyc update and deduct  from my account I have attached screenshot Please help me in this they asked for pin too amd logged in to my internet banking and transferred money,low,2026-01-24 10:12:27.325136
T7004,C1065,Online Financial Fraud,UPI Related Frauds,38130.65,7,iPhone15,Hyderabad,18,0.27,0.04,1,0,37,"FRAUD THROUGH  UPI PHONE PE 
BANK  Punjab National Bank including Oriental Bank of Commerce and United Bank of India	
ACCOUNT NUMBER 
TOTAL AMOUNT 	
PLEASE HOLDREVERSE TOTAL AMOUNT IN THE
COMPLAINANTS ACCOUNT AND TAKE NECESSARY ACTION  
",low,2026-03-03 21:59:27.325136
T7005,C1184,Online Financial Fraud,Internet Banking Related Fraud,63189.73,18,VivoX100,Kolkata,16,0.36,0.06,1,0,25,Rs and Rs got debited from my state bank of india account using my aadhar number without my knowledge two times on jan   jan  this year one after another i am really depressed and now account is without balancei have attached screenshots for referenc,low,2026-02-25 11:11:27.325136
T7006,C1031,Online Financial Fraud,UPI Related Frauds,17160.56,14,Pixel8,Hyderabad,14,0.23,0.03,0,0,37,"I complaint Satish  placed to add to sell PS accessories on OLX On Mar fraudulent Rahul Agarwal  called to purchase the added material
Fraudulent transferred  rupees two times to me to show how it works Then he sent a WhatsApp message with QR id to ",low,2026-03-01 20:36:27.325136
T7007,C1058,Online Financial Fraud,Fraud CallVishing,56496.34,20,OnePlus12,Mumbai,14,0.44,0.01,1,0,40,Mobile no  se ek call aaya or bluedart currior se bol rh h aap curior me glat address diye hai aap apne bank se  rupya katwiye uskebaad uske baad uske btaye gye link httpsformszohopublicincouriercustomercareformonlinecourierservicepaymentformpermaPov,low,2026-01-30 01:20:27.325136
T7008,C1098,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,53549.64,19,Pixel8,Chennai,17,0.6,0.08,0,0,15," DEBITED FROM MY ACCOUNT 
PLEASE REFUND MONEY DEBIT FROM BANK POSS 
MACIENE 
SIR OUR BALNCE  HAS BEEN DEDUCTED ON  I HAVE GIVEN DEBIT CARD PLEASE RETURN OUR BALANCE SIR PLEASE 
IT WOULD BE YOUR SYMPATHY",low,2026-05-03 12:48:27.325136
T7009,C1085,Online Financial Fraud,Internet Banking Related Fraud,9473.25,17,OnePlus12,Kolkata,15,0.57,0.17,0,0,16,net banking ,low,2026-05-25 13:06:27.325136
T7010,C1134,Online Financial Fraud,UPI Related Frauds,69281.69,18,VivoX100,Bangalore,16,0.47,0.04,0,0,12,"FRAUD THROUGH  PHONE PE 
BANK STATE BANK OF INDIA 
ACCOUNT NUMBER  
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION





",low,2026-01-23 23:35:27.325136
T7011,C1124,Online Financial Fraud,Internet Banking Related Fraud,9820.89,12,Pixel8,Kolkata,14,0.45,0.07,1,0,33,"  FRAUD THROUGH  INTERNET BANKING
BANK  BANK OF BARODA
ACCOUNT NO 
TOTAL AMOUNT  

PLEASE HOLD  REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION 
",low,2026-01-28 08:39:27.325136
T7012,C1007,Cyber Attack/ Dependent Crimes,Data Breach/Theft,17814.42,17,iPhone15,Bangalore,20,0.56,0.17,0,0,23,"This all happened a few days after I accidentally clicked on a strange link on social media. I didn’t think much of it until things started going wrong. The next thing I knew, people were calling me asking if I had sent them strange messages, and I h",low,2026-01-30 22:29:27.325136
T7013,C1167,Online Financial Fraud,Internet Banking Related Fraud,12826.39,11,iPhone15,Chennai,20,0.48,0.18,1,0,28,I have received SMS Dear SBI user your SBI YONO Account will be block todayPlease click here link update your PAN CARD Number Thank You httpsbitlyKigsGe  So I am fill details in yono window,low,2026-04-07 17:39:27.325136
T7014,C1086,Any Other Cyber Crime,Other,8941.48,12,OnePlus12,Pune,11,0.49,0.12,0,0,29,First they reject high loan amount then next day they deposit  in my account after  days they call continuously and abusing me and using very bad words to my contact list my family members relatives and my friends,low,2026-02-04 16:34:27.325136
T7015,C1142,Any Other Cyber Crime,Other,150766.47,2,Unknown_Device,Foreign,4,0.14,0.89,1,1,17,"Mrs Sita Devi Addvillgamharpur popurnadih
psobradistaurangabad  pin 
State biharmy mob no 
Mere sath financial froud huaa hai loan ke nam par ganpati finance company ke madhyam se 
Company details 
Ganpati finance pvt ltd 
Add lajpat nagar Lblo",high,2026-04-12 01:41:27.325136
T7016,C1166,Online Financial Fraud,UPI Related Frauds,205966.75,0,Emulator,Foreign,2,0.08,0.93,1,1,35,"I am barkha gupta and i have maintain sbi salaried account my account number is branch c sechme malviya marg jaipur 
On dated  jan  i have received sms and link regaring to my account blocking and pan card number updationfrom this number Money got d",high,2026-02-22 14:28:27.325136
T7017,C1098,Online Financial Fraud,UPI Related Frauds,700621.98,2,Unknown_Device,Foreign,1,0.05,0.9,1,1,15,online fraud,high,2026-04-23 07:55:27.325136
T7018,C1044,RapeGang Rape RGRSexually Abusive Content,,33371.57,7,VivoX100,Chennai,10,0.39,0.05,0,0,23,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-05-12 03:15:27.325136
T7019,C1091,Online Financial Fraud,UPI Related Frauds,8403.39,19,iPhone15,Hyderabad,15,0.43,0.12,0,0,15,I VISITED IBS HOSPITAL JAIPUR SITE FOR APPOINTMENT YESTERDAY BUT THE CONTACT NO OF HOSPITAL WAS NOT IN USE THEN  I GOT OF AN CALL FORM MOBILE NO  HE SAID THAT HE IS SPEAKING FROM IBS HOSPITAL JAIPUR  HE SAID THAT HE IS SENDING ME A LINK FOR FILLING N,low,2026-01-17 05:04:27.325136
T7020,C1176,Any Other Cyber Crime,Other,48113.06,16,VivoX100,Bangalore,11,0.42,0.2,1,0,11,"They were selling crypto mining machine on rent and giving the money
double after certain period of time but now they have stop giving money
Many of my friend lost their money I also lost around rs they didnt
gave my money back kindly help me to g",low,2026-02-19 12:21:27.325136
T7021,C1163,Any Other Cyber Crime,Other,307946.99,0,Unknown_Device,Foreign,1,0.03,0.67,1,1,32,Sir plzz help me merko scam ho gya sir  deposit kiya ab withdraw nahi ho rhaaha  help mee sir my father is farmer mane mma ke bank account khali kr diya plzzz help me sir plzzzz i request to you,high,2026-04-22 02:53:27.325136
T7022,C1024,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,31952.14,21,VivoX100,Hyderabad,10,0.64,0.07,0,0,31,"FRAUD THROUGH DEBIT CARD



BANK  ICICI BANK

 


  
ACCOUNT NUMBER   AC 






TOTAL AMOUNT  


PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-03-12 16:36:27.325136
T7023,C1055,Online Financial Fraud,UPI Related Frauds,19062.74,21,Samsung_S24,Kolkata,16,0.14,0.16,1,0,24,Amount was debited via Paytm UPI and reported to IDFC first bank customer support Account was frozen same day as per the request by the branch manager I do not know the person who took the money from my account,low,2026-05-16 07:51:27.325136
T7024,C1004,Any Other Cyber Crime,Other,21147.11,23,Samsung_S24,Mumbai,21,0.44,0.18,1,0,21,"I transfered money INR  from my Google pay  to the Fastag agent number with mobile number on 
He said he has paid the same to axis bank  proof of agent document given to me attached 
 I Have not got credit of the money into my fastag wallet id    T",low,2026-04-14 02:36:27.325136
T7025,C1039,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,46814.32,14,OnePlus12,Delhi,12,0.43,0.17,1,0,4,"FRAUD THROUGHNET BANKING 
BANKICICI BANK 
ACCOUNT NO
TOTAL AMOUNT
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-01-18 12:43:27.325136
T7026,C1070,Cyber Attack/ Dependent Crimes,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,12667.8,22,Pixel8,Mumbai,19,0.31,0.12,0,0,14,"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technic",low,2026-03-01 13:43:27.325136
T7027,C1055,Online Financial Fraud,UPI Related Frauds,17642.96,21,Samsung_S24,Kolkata,16,0.16,0.04,1,0,24,I did an online purchase based on the ad in facebook Site url is extremeshopin Attached the screenshot of purchased bill It was an ad on bicycle with around  off So purchased from the site Any additional information can be provided,low,2026-05-18 13:24:27.325136
T7028,C1120,Online Financial Fraud,UPI Related Frauds,29873.14,7,Samsung_S24,Pune,17,0.22,0.15,0,0,3,"FRAUD THROUGH AJEET KUAMR
BANK  AIRTEL PAYMENT BANK
ACCOUNT  NO 
TOTAL AMOUNT 
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-05-07 23:44:27.325136
T7029,C1165,Online Financial Fraud,Internet Banking Related Fraud,8824.21,10,Samsung_S24,Delhi,8,0.48,0.14,0,0,19,We got an sms to buy a Platinum phone number of Airtel and we contacted on the number provided Person send us an Invoice against the payment and we have done the online payment against the same invoice person was supposed to send us both the Phone nu,low,2026-02-15 12:31:27.325136
T7030,C1077,Online and Social Media Related Crime,Cheating by Impersonation,10289.62,7,iPhone15,Hyderabad,14,0.24,0.15,0,0,7,this guy is cheating in facebook and whatsapp by providing fake girls pic and speaking like in girl voice so pls take immediate aciton more then  persons are cheated by him am one of chetaed person by him so take siuvere action,low,2026-02-16 12:15:27.325136
T7031,C1153,Online Financial Fraud,Internet Banking Related Fraud,16014.7,9,OnePlus12,Mumbai,18,0.44,0.02,0,0,19,Got the msg from the number with the above link mentioned As soon as i clicked the link as me to enter customer id which i did Suddenly  was charged on th Feb Gave complaint to nearest HDFC bank West Mambalam again today  the feb my account shows as ,low,2026-04-26 04:23:27.325136
T7032,C1193,Online Financial Fraud,EWallet Related Fraud,5322.2,23,Samsung_S24,Delhi,11,0.48,0.11,0,0,3,A fraudster shared all his details to rent a property by paying advance In the process of faking to send advance he asked us to open phonepe  add account of the fraudster and asked to send us rs  to check He then sent back rs  twice Later he tricked ,low,2026-03-08 19:31:27.325136
T7033,C1023,Any Other Cyber Crime,Other,39284.52,17,iPhone15,Hyderabad,10,0.43,0.09,1,0,22,On th January  around  Am I got  OTP message but I did not share anyone and deleted all the message  but  after that i noticed that Rs deducted from my bank account number xxxx that after i contacted with bank but they do not cooperate with me,low,2026-04-28 00:54:27.325136
T7034,C1140,Online Financial Fraud,UPI Related Frauds,45183.77,12,Pixel8,Hyderabad,16,0.36,0.05,0,0,30,                     ,low,2026-05-26 02:11:27.325136
T7035,C1146,Online Financial Fraud,Internet Banking Related Fraud,31944.21,15,VivoX100,Mumbai,17,0.37,0.09,0,0,12,"FRAUD THROUGH INTERNET BANKING
BANK  HDFC BANK
ACCOUNT NUMBER  
TOTAL AMOUNT   

FRAUD THROUGH INTERNET BANKING
BANK  HDFC BANK
ACCOUNT NUMBER  
TOTAL AMOUNT   





PLEASE HOLD  REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NE",low,2026-04-16 14:04:27.325136
T7036,C1133,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,41601.77,8,VivoX100,Kolkata,16,0.35,0.03,0,0,1,Fraud amount of Rs  Through debit card,low,2026-03-09 00:26:27.325136
